Age,Gender,Hydration_Level,Oil_Level,Sensitivity,Humidity,Temperature,Skin_Type,skin_score,skin_age
43,Female,Low,Low,High,31.8,10.4,Dry,37.6,62
50,Male,Low,Low,High,39.6,20.2,Dry,46.2,61.9
25,Male,Medium,Medium,Low,62.6,21.6,Normal,100,15
46,Male,Medium,High,Low,62.8,21.1,Oily,100,28.2
19,Male,Medium,High,Low,60.6,19.1,Oily,100,15
43,Male,Medium,Medium,Medium,78.7,24.1,Oily,96.9,33.4
45,Male,Low,Low,High,42.2,13.5,Dry,55.3,58.6
31,Male,Medium,Medium,Low,47.8,16,Normal,100,15
27,Female,Medium,Medium,Medium,62.1,15.2,Normal,100,16.4
50,Male,Low,High,Medium,80,21.2,Oily,59.3,52
28,Female,Low,Low,High,23.7,11.6,Dry,31.4,48
40,Female,Medium,High,Low,61.8,18.6,Oily,100,24.9
46,Male,High,Medium,Medium,30.4,13,Normal,100,34.8
52,Male,Low,High,Low,54.9,24.1,Oily,79,34.4
23,Male,Medium,High,Medium,61.9,24,Normal,100,15
52,Female,Low,High,Medium,74.5,23.1,Oily,57.2,52.4
35,Female,Low,Low,High,29.8,16.4,Dry,38.9,52.7
26,Female,Medium,High,Medium,47.3,17,Oily,99.9,16.5
46,Female,Low,Low,High,30.5,12.4,Dry,35.3,63.8
48,Female,Low,Low,High,31.9,17,Combination,36.9,68
18,Female,Medium,Medium,Medium,41.7,23.4,Oily,100,15
23,Female,Low,Low,High,28.2,12.4,Dry,29.5,33
57,Male,Medium,High,Medium,72.1,24.5,Oily,76.5,37
18,Male,High,Medium,Low,62.3,28.5,Combination,100,15
22,Female,Medium,Medium,Medium,31.3,28.9,Normal,100,15
22,Male,Low,High,Low,76.5,24.5,Oily,79.9,15.5
53,Male,Medium,Medium,Medium,73.4,23.7,Oily,99.9,33
35,Female,Low,Low,High,33.7,19.4,Dry,49.6,45.6
58,Female,Low,Low,High,26.7,10.6,Dry,33.5,78
40,Male,Low,Low,High,44.7,14.4,Dry,31.1,60
30,Female,Medium,Medium,Medium,68.1,14,Normal,100,17
56,Male,Low,High,Low,80,32.9,Oily,52.2,54.4
52,Male,Medium,Medium,Medium,61.3,13.6,Normal,83.5,40
28,Female,Medium,Low,High,40.5,18.9,Combination,84.3,25.1
36,Female,Low,Low,High,43.2,17.8,Dry,48.5,47.9
33,Male,Medium,Medium,Low,61.1,22.3,Normal,100,20.6
51,Male,Medium,High,Medium,37.4,23,Combination,95.9,31
39,Female,Medium,Medium,Low,61.1,12.2,Normal,100,25.2
26,Male,Medium,High,Medium,76.2,21.2,Oily,99.6,15
31,Female,Low,Low,High,32.8,17.2,Dry,42.5,43.9
30,Male,High,Medium,Low,63.3,21.9,Combination,100,15
28,Female,Low,Low,Low,26.2,17,Dry,65.7,26
36,Male,Low,Low,High,33.6,14.3,Dry,30,56
21,Male,Low,High,Medium,78.9,32.1,Oily,72.8,24.1
26,Female,Low,Low,High,26,18.1,Dry,46.5,38.6
34,Male,High,Medium,Low,43.9,16.7,Combination,100,15
35,Male,Medium,Medium,Low,63.5,16,Normal,100,23.6
31,Male,Medium,High,Low,73.5,28.1,Oily,100,15.2
31,Female,Medium,Medium,Low,51.4,22,Combination,100,20.3
56,Female,High,Medium,Low,55.6,25.5,Normal,100,36
23,Female,Medium,High,Low,68.8,15.9,Normal,100,15
52,Male,Medium,Medium,Low,68.9,15.9,Normal,100,32
24,Female,Medium,High,Medium,56,14.7,Combination,89.8,15
23,Female,Low,High,Medium,61.2,30,Combination,62.8,26.7
38,Female,Low,Low,High,27.7,10.9,Dry,39.1,54.2
32,Male,Medium,Medium,Low,67.6,21.4,Normal,100,15
30,Female,High,Medium,Low,46.8,15.3,Normal,100,15
26,Female,High,Medium,Medium,64.1,28.2,Normal,100,15
21,Female,Low,Low,High,23.8,25.1,Combination,46.4,31
25,Male,Low,High,Medium,77.8,24.2,Oily,66.6,23.5
51,Male,Low,Low,High,25,18.8,Dry,41.3,71
53,Female,Low,High,Medium,80,33.4,Oily,51.1,56.1
28,Male,Low,High,Medium,79.9,25.9,Oily,69.4,30.8
52,Male,Low,Low,High,25.5,22.3,Dry,34.4,72
32,Male,Medium,Medium,Medium,48.3,28.9,Combination,100,20.3
53,Male,Low,Low,High,28.6,18.9,Dry,33,73
33,Male,Medium,Medium,Medium,63.9,21.9,Normal,100,24.7
55,Male,Medium,Medium,Medium,61.8,19.1,Combination,98.9,35.4
30,Male,Low,High,Medium,77.9,24.1,Oily,68.3,30.9
27,Female,Low,Low,High,28.9,10.6,Dry,36.9,47
18,Female,Medium,Medium,Medium,42.2,14.9,Normal,100,15
50,Female,Low,Low,High,34.5,17.2,Dry,48.5,61.5
24,Male,Low,High,Low,25.6,15.9,Combination,80.8,20.5
51,Female,Medium,Medium,Low,43.8,23.3,Normal,100,31
19,Male,Medium,Medium,Low,57.9,23.7,Combination,100,15
54,Male,Low,High,Medium,66.2,28.9,Oily,62.4,55.1
35,Male,High,Medium,Low,37.2,15.5,Normal,100,16.8
48,Female,High,Medium,Low,58.5,13.9,Normal,100,29.7
38,Male,Medium,Medium,Medium,68.3,22.4,Oily,100,25.2
47,Male,Medium,High,Low,72.6,32.1,Oily,80.4,35.2
58,Male,High,High,High,57.2,17.2,Combination,82,41.8
50,Female,Low,Low,High,29.5,16.1,Dry,33.7,70
39,Male,Low,Low,High,29.2,16.4,Dry,32.7,59
41,Male,Medium,Medium,Low,45.3,16.7,Normal,100,21.2
36,Female,High,Medium,Medium,48.5,17.7,Normal,100,17.5
22,Male,Low,Low,High,29.7,15.2,Dry,39.2,32
35,Female,Low,Low,High,27.8,11.9,Dry,43.6,54.7
41,Male,Medium,Medium,Low,63.7,15.9,Combination,100,24.4
57,Male,Low,Low,High,24.7,14.9,Dry,19.1,77
38,Male,Low,High,Low,58.5,24.1,Combination,76,25.6
25,Male,Low,High,Medium,73.5,18.9,Oily,80.6,22.7
59,Male,Medium,Medium,Medium,59.7,21.9,Normal,98.1,39.8
57,Male,Medium,Medium,Low,33.5,25.7,Oily,95.5,37
53,Female,Medium,High,Low,70.2,26.2,Oily,85.2,33
57,Male,Medium,Medium,Low,56.9,23.1,Normal,100,37
51,Male,Medium,High,Medium,73.7,25.4,Oily,89.8,31
54,Male,Medium,Medium,Low,41.9,16.6,Normal,100,34
44,Male,Medium,High,Low,74.5,26.6,Oily,95.6,30.6
24,Male,High,Medium,Medium,42.4,15.1,Combination,100,15
57,Male,Low,High,Medium,79.6,26,Oily,54.2,56.2
50,Female,High,Medium,High,47.7,15.7,Normal,77.4,37.8
41,Male,Low,Low,High,27.9,10,Dry,30,61
20,Male,Medium,High,Medium,65,21.9,Oily,100,15
25,Male,High,Low,Medium,63,12.8,Dry,94.4,15
34,Female,Low,High,Low,66.2,34,Oily,67.8,35.2
33,Female,Medium,High,Low,50.4,19.8,Oily,100,15
32,Male,Low,Low,High,30,17.6,Dry,35,52
52,Female,Low,Low,High,29.9,18.9,Dry,25.9,72
34,Female,Medium,Medium,Low,57.3,16.8,Normal,100,18.4
57,Male,Low,High,Medium,79.7,28.6,Oily,50.3,61.3
56,Male,Low,High,Low,80,27.5,Oily,52.7,56.7
31,Female,Medium,Medium,Low,80,17.9,Normal,100,18
58,Male,High,Medium,Low,44.3,14.7,Normal,100,38
47,Male,Medium,High,Medium,62.9,16.4,Normal,92.6,28.5
36,Female,Medium,Medium,Low,42.6,14.8,Normal,100,19.2
34,Male,Medium,Medium,Medium,47.2,14,Normal,97.6,22.3
31,Female,Low,Low,High,36,16.9,Dry,35.1,47.9
53,Male,Medium,Medium,Low,56.8,27.8,Normal,100,33
38,Female,High,Medium,Low,35.1,17.2,Combination,100,18
54,Male,Medium,High,Medium,80,21.2,Oily,79.5,34.7
49,Female,Medium,High,Medium,42,23.9,Oily,94.9,33.9
58,Male,High,Medium,Medium,38.5,14.9,Normal,91.3,38
29,Male,Medium,Medium,Low,70,15,Normal,100,15.2
30,Female,High,Low,Medium,59.8,33,Combination,91.2,15
22,Male,Medium,High,Medium,72.3,23.7,Normal,100,15
43,Female,Medium,Medium,Low,66.6,18.8,Normal,100,26.6
19,Male,Low,Low,Low,71.6,19.9,Oily,75.1,15
43,Male,Low,High,Low,34.1,28.3,Combination,84.5,36.7
23,Male,Low,High,Low,58.6,21.9,Oily,92.3,15
54,Male,Low,Low,High,28.4,16.2,Dry,34.3,74
44,Female,Medium,Medium,Medium,49.8,25,Normal,100,34.3
22,Female,Medium,Medium,Low,62.9,22.2,Normal,100,15
53,Female,High,Medium,Medium,33.4,20.9,Normal,100,33
55,Male,High,Medium,Medium,45.8,19.9,Normal,100,35
52,Female,Medium,Medium,Low,64.2,15.7,Normal,100,32
40,Female,Medium,Medium,Low,58.5,27.8,Normal,100,24.6
34,Female,Medium,Medium,Medium,63.2,17.2,Normal,100,17.5
55,Male,Medium,Low,High,49.9,18,Combination,69.3,55.8
18,Male,High,Low,Medium,45.7,20.4,Combination,100,15
51,Female,Medium,High,Medium,78.5,33,Combination,81.9,37.9
45,Male,High,Medium,Low,73.7,21.8,Combination,100,26
23,Female,Low,High,Medium,75.7,17,Oily,64.5,26
37,Male,Low,Low,High,23.6,10.1,Dry,32.2,57
50,Female,Medium,Medium,Low,45.2,16.5,Normal,100,30
28,Male,Low,High,Medium,56.2,29.7,Oily,59.5,33.4
45,Female,Low,Low,High,52.4,15.5,Dry,40.5,61.2
51,Female,Medium,High,Low,54.1,28.5,Oily,97.9,31
21,Female,Medium,Low,Medium,33.9,18.7,Combination,100,15
22,Female,Low,High,High,47.7,21.1,Dry,60.2,25.1
50,Male,Low,Low,High,40,18.6,Dry,47.3,61.2
30,Male,Low,High,Medium,32.2,24.1,Oily,66.4,26.2
40,Female,Medium,Medium,Low,44.3,14.1,Normal,100,26.4
24,Female,Low,Low,High,36.9,16.6,Dry,41.5,34
51,Female,Medium,High,Medium,28.7,17.6,Oily,75.1,31
49,Male,High,Medium,Low,47.2,22.8,Normal,100,29
37,Female,Medium,Medium,Low,61.9,13,Normal,100,27
55,Female,Low,Low,High,39.7,29.4,Combination,35.2,75
21,Female,Low,Low,High,38,19.9,Dry,49.4,25.3
26,Male,Low,Low,High,42,28.1,Combination,51.9,30.8
33,Male,Medium,Medium,Medium,61.9,14.5,Normal,100,22.4
35,Female,Low,Low,High,32.5,10.3,Dry,43.1,50.8
56,Male,Low,Low,High,29.7,11,Dry,21.2,76
35,Male,Medium,Medium,Low,70.9,18.8,Combination,100,25.7
38,Male,Low,Low,High,40.7,10,Dry,37.6,58
38,Female,Medium,High,Medium,56.8,18.7,Oily,100,22.6
54,Female,Low,Low,High,29.4,19.1,Dry,40.1,73.1
34,Female,Low,Low,High,29.4,20.9,Dry,53.5,45.2
18,Male,Low,High,Medium,75.2,23,Oily,74,17.2
49,Male,High,High,Medium,37,14.6,Normal,94.6,32.2
48,Female,Low,High,Medium,49.9,29.4,Oily,74.5,47
48,Female,Low,High,High,39.6,25.6,Oily,38,66.4
50,Male,Medium,Medium,Medium,44.6,17.6,Normal,100,39.6
27,Male,Medium,Medium,Medium,49.7,19.5,Normal,100,16.6
59,Male,Low,High,Low,76.5,33,Oily,48.7,59.5
50,Female,Medium,Medium,Low,51.4,13.6,Normal,98.5,35.6
31,Male,Medium,Medium,Low,58.8,15.1,Normal,100,15
42,Male,Low,High,Medium,78.9,23.9,Oily,61.5,44.4
41,Female,Medium,Medium,Medium,56.6,21.4,Normal,100,29.7
21,Male,Low,Low,High,30,10.8,Dry,40.2,29.7
27,Male,Low,High,Low,40.5,24.7,Combination,91.1,15.8
21,Male,Medium,Low,High,39.6,15.4,Combination,86.6,16.3
55,Male,Medium,High,Low,59.7,23.3,Oily,100,35
40,Female,Medium,Medium,Medium,79.3,15.3,Oily,95.2,26.3
52,Male,Low,Low,High,27.2,18.9,Dry,42.4,72
50,Male,Medium,High,Medium,55,31.2,Oily,92.8,39.6
20,Male,Medium,High,Low,59.2,25.6,Oily,100,15
53,Male,Low,Low,High,29,10.6,Dry,22.4,73
44,Male,Medium,Medium,Medium,60.6,14,Normal,98.3,31.7
30,Female,Medium,High,Low,75.9,26.3,Oily,93,15
58,Female,Medium,Medium,Low,55.4,11.9,Normal,100,38
22,Female,High,Medium,Medium,60.8,22.5,Normal,100,15
53,Female,Low,Medium,High,31.7,18.8,Dry,55.2,63.6
40,Female,Low,High,Medium,79.4,25.9,Oily,59.3,39.5
51,Male,Low,Low,High,41,14.8,Dry,42.3,67.6
55,Male,Low,Low,High,25.8,16.2,Dry,25.8,75
24,Female,High,Medium,Low,46.3,16.4,Normal,100,15
21,Female,Medium,Medium,Medium,59.2,14.7,Normal,100,15
24,Male,High,Medium,High,40.3,27.4,Combination,100,15
24,Female,High,Medium,High,34.7,20.7,Normal,100,15
25,Female,Medium,Low,High,50.2,28.4,Oily,74,27.8
55,Male,Medium,Medium,Medium,63.1,21.5,Normal,100,35
59,Female,Low,Low,High,28.5,12.8,Dry,23,79
44,Female,Medium,Medium,Low,54.2,26.3,Normal,100,26.7
41,Male,Medium,High,Medium,49.8,22.7,Oily,100,26.7
46,Female,Medium,High,Medium,70.4,29,Oily,75.3,34.6
32,Male,Medium,Medium,Medium,45.5,14.7,Normal,100,21.4
56,Female,Medium,Medium,Medium,53.6,27.4,Normal,93.1,37.2
46,Female,Low,Low,Medium,79.4,25,Normal,48.2,53.5
52,Female,Low,Low,High,34.8,28.4,Combination,31,72
32,Female,High,Medium,Low,56.8,15.9,Normal,100,15
29,Female,Medium,Medium,Low,38.6,23.6,Normal,100,15
52,Male,High,Medium,Medium,58.6,13.9,Normal,100,34
48,Male,High,Medium,Medium,53.6,13.3,Combination,99.4,28
34,Male,Low,High,Medium,80,24.3,Oily,69.2,33.9
30,Female,Medium,High,Medium,45.7,22.3,Oily,100,15
31,Female,Low,Low,High,40,13.3,Dry,37.3,45.2
33,Female,High,Low,Medium,33.9,15.2,Normal,100,22.7
53,Male,Low,Low,Low,47.8,26.3,Combination,66.4,56.1
32,Male,Low,High,Medium,49.2,27.7,Oily,72.8,28.5
23,Female,Medium,High,Medium,58.6,29.6,Combination,100,15
48,Male,Low,High,Low,71.9,29.6,Oily,64.3,49.2
36,Male,Medium,Medium,Medium,40.2,27.9,Oily,100,24.4
34,Male,Low,Low,High,31.4,13.9,Dry,36.9,50.2
21,Female,High,High,Medium,28.7,18.6,Combination,100,15
51,Female,Low,Low,High,20.3,10.7,Dry,27.4,71
48,Female,Low,High,Medium,71.8,27.4,Oily,57.3,48
55,Male,Low,High,Low,72.1,15.7,Normal,63.7,57.8
55,Female,Low,Low,High,34.5,18.1,Dry,46.2,66.8
59,Male,Medium,Medium,Low,69.6,27.4,Oily,96.6,39
28,Male,Low,Low,High,29.3,13.2,Dry,35.1,45.2
28,Female,Medium,Medium,Low,56.2,22.6,Normal,100,15
54,Male,Medium,Medium,Medium,61.9,14.6,Normal,92.5,36
26,Male,Medium,High,Low,63.3,17.4,Oily,100,15
53,Female,Low,Low,High,31.3,16.3,Dry,31.9,73
51,Female,Medium,Medium,Low,43,17,Combination,100,31
38,Female,Medium,Medium,Medium,59.9,20.7,Oily,100,29.1
30,Male,Medium,Medium,Low,50.5,18.9,Normal,100,15.8
35,Male,Low,Low,High,30.1,17.3,Dry,33.7,55
39,Female,Medium,Medium,Low,54.2,14.4,Normal,100,21.3
20,Male,Low,Low,High,40.5,19.3,Dry,57.8,28.9
54,Female,Low,High,Medium,80,27.8,Oily,46.6,56.5
32,Male,Low,Low,High,30.4,12.5,Dry,47.5,38.8
31,Female,High,Medium,Low,53.5,19,Normal,100,15
38,Male,Medium,Medium,Medium,68.1,29.9,Combination,91.7,26.6
53,Male,Low,High,Medium,60,24.7,Oily,76.6,41.7
59,Male,Low,High,Medium,80,25,Oily,54.6,58.3
34,Female,Medium,Medium,Medium,50.5,20.9,Combination,100,23.9
32,Female,Low,Low,High,28.8,16,Dry,46,48.3
42,Female,High,High,Low,34.3,15.9,Oily,100,22
54,Male,High,Low,Low,37.5,17.1,Combination,100,34
47,Female,Low,High,Medium,76.8,25.9,Oily,50.5,49.5
21,Female,Low,Low,High,23.1,12.6,Dry,42.1,31
45,Female,Medium,Low,Medium,33.2,21.4,Combination,92,33.4
31,Male,Low,High,Medium,75.9,24.6,Oily,65,25.7
38,Male,Medium,Medium,Low,49.1,15.9,Normal,100,26.9
59,Male,Low,Low,High,25,16,Dry,23.4,79
52,Female,Medium,High,Low,45.3,21.3,Oily,100,32
59,Male,Medium,Medium,Low,57.7,18.7,Combination,100,39
47,Male,Low,High,Low,75.6,22.6,Oily,68.9,41.9
38,Male,Medium,Medium,High,37.6,15.5,Normal,84.8,31.6
54,Male,Low,Low,High,29.1,11.8,Dry,33.5,74
50,Female,Low,High,Low,76.6,25.2,Oily,65.7,47
53,Male,Low,Low,High,27.5,17.2,Dry,25.8,73
29,Female,High,Low,Medium,46.1,23.8,Dry,100,16.5
43,Male,High,Medium,Medium,59,29.2,Normal,100,25.1
25,Male,Low,High,Low,62.9,30.5,Oily,77.1,20.2
45,Male,Low,Low,High,28,17.8,Dry,25.7,65
37,Female,High,High,Medium,78.3,22.3,Oily,100,23.2
23,Male,Low,Low,High,29.2,12.1,Dry,43.1,33
49,Male,Low,Low,High,21.4,13,Dry,17.8,69
21,Male,Low,Low,High,27.7,17.9,Dry,48.5,31
55,Female,High,Medium,Low,68.3,25.4,Oily,100,35
40,Female,High,High,Medium,54.8,30,Oily,100,24.3
51,Female,Medium,High,Medium,49.9,26.6,Oily,100,31
54,Female,Medium,Low,Medium,43.9,17,Dry,87.7,36
34,Male,Medium,Medium,Low,51.1,29.9,Combination,100,17
39,Male,High,Medium,High,46.7,14.1,Combination,92.2,21.7
51,Male,Low,High,High,51.9,27.9,Oily,46.7,60
45,Male,Medium,High,Medium,75,26.6,Oily,94.1,28.5
59,Male,Medium,Medium,Medium,66.4,15.5,Normal,88.2,44.2
33,Male,Low,Low,High,32,10.2,Dry,36.9,47.1
41,Female,Low,Low,High,24.3,10.4,Dry,31.7,61
53,Male,Low,High,Low,57,25.3,Oily,85.3,33
50,Male,High,Medium,Low,32,17.4,Normal,100,33.3
39,Female,Medium,Medium,Low,63.6,12.3,Normal,100,25.4
22,Female,Medium,Medium,Medium,56.6,15.8,Normal,100,15
22,Male,Low,High,Low,74.5,23.7,Oily,78.3,16
58,Male,Low,High,Medium,77.4,31.4,Oily,62.5,60.2
23,Male,Low,High,Medium,61.4,25.2,Oily,73,22.3
28,Female,Low,High,Medium,78.1,25.3,Oily,76.7,23.3
57,Male,Medium,Medium,Medium,64.5,22.1,Normal,97.1,37
42,Male,High,Low,High,45.9,12.5,Combination,77.2,36
18,Female,Low,High,Low,68.6,27.5,Oily,82.1,16.1
21,Female,Low,Low,High,44.2,18.5,Dry,63.7,21.1
51,Male,Medium,Low,High,52,31,Combination,65.1,56.9
51,Female,Medium,Medium,Low,72.3,16.2,Normal,97.6,31
56,Female,Medium,Medium,Medium,41.1,26.7,Normal,96.1,40.6
42,Female,Medium,Medium,Medium,40.8,20.4,Normal,100,29.3
47,Female,Medium,High,Medium,61,23.4,Oily,93.9,30.1
34,Male,Low,Low,Low,50.1,33.1,Oily,75.8,23.1
58,Male,Medium,High,Medium,58,29.1,Oily,95.8,38
25,Female,High,Medium,Medium,50.3,29.4,Normal,100,15
32,Female,High,Low,High,24.2,19.6,Combination,76.7,24.4
43,Male,Medium,High,Low,78.2,25.1,Oily,96.4,23.2
25,Female,Medium,Medium,Medium,44.4,16.1,Normal,100,15
24,Male,Medium,Medium,Low,63.5,17.7,Normal,100,15
36,Female,Medium,Medium,Low,41.6,12.6,Normal,100,20.1
39,Female,Low,Low,High,39.2,20.2,Combination,59.3,50.2
38,Male,Medium,Medium,Low,56.5,20.9,Normal,100,21.4
39,Male,Medium,High,Medium,45.6,20.2,Combination,92.5,22.9
43,Male,High,High,Low,47.8,15.7,Oily,100,23
40,Female,Medium,Medium,Low,36.2,12.8,Normal,100,28.3
41,Male,Medium,Low,Medium,38.4,18.2,Normal,91.5,29.7
25,Male,Medium,High,Medium,43,24,Normal,100,15
19,Male,Low,Low,High,28.7,16,Dry,44.5,29
36,Male,Medium,Medium,Medium,49.7,15,Combination,100,20.4
56,Male,High,Medium,Low,39.9,17.5,Normal,100,36
48,Male,Low,High,Low,68.4,32.5,Oily,61.8,48.4
27,Female,Medium,Low,Medium,33.7,26.7,Normal,100,15
54,Male,Low,Low,High,25,10.4,Dry,27.8,74
33,Male,Medium,Low,Medium,32.5,16.5,Combination,88.1,18.1
53,Female,Medium,Medium,Medium,80,22,Normal,94.8,35.3
54,Female,High,High,Low,53.9,16.3,Oily,100,34
57,Male,Medium,High,Low,72.9,28.3,Oily,90.7,37.6
30,Female,Medium,High,Medium,48.3,31.4,Combination,87.3,19.4
56,Male,Low,Low,High,23.3,10,Dry,2.3,76
30,Female,High,Medium,Low,40.6,16.4,Normal,100,15
53,Female,Low,High,Medium,78,29.4,Combination,49.6,56.5
57,Male,Medium,Medium,Medium,43.2,16.4,Normal,95.9,38.3
59,Male,Medium,Medium,Low,31,16.7,Combination,98.8,40.5
26,Male,Medium,High,Medium,80,25.2,Oily,95.1,15
52,Female,Low,High,Medium,75.3,22.8,Oily,54.7,55.2
31,Male,Low,Low,High,20,14.7,Dry,33,51
49,Male,Medium,Medium,Medium,58.7,26.9,Normal,96,37.6
44,Male,Medium,High,Medium,29.5,16.7,Combination,92.9,29.4
45,Male,Low,Low,High,27.4,10,Dry,28,65
57,Male,Medium,Medium,Low,54.5,21.9,Normal,100,37
50,Female,Low,High,High,62.5,13.2,Combination,46.5,61.2
30,Male,High,Medium,Low,34.6,25.4,Normal,100,15
47,Male,Low,High,Medium,72.3,19.1,Oily,54.1,53.2
46,Male,Medium,Medium,High,24.5,27.7,Normal,77.6,43.4
54,Female,High,Medium,Medium,45.5,22.3,Normal,100,34
38,Female,Medium,High,Medium,64.5,23.4,Oily,88.4,23.1
46,Male,Medium,High,Medium,76.9,18.9,Oily,82.8,38.3
46,Male,Low,High,Low,75,22.9,Oily,67,41.9
54,Female,Low,Low,High,46.1,15.4,Dry,35.7,74
59,Male,Medium,High,Medium,80,29.5,Oily,82.3,41.2
53,Female,Medium,High,Medium,66.7,15.1,Normal,97.8,33
23,Female,Low,Low,High,41,16.4,Dry,48.8,27.4
27,Male,Low,Low,High,21.3,26.9,Dry,31.9,47
49,Female,Medium,Medium,Medium,56.1,18.9,Oily,100,36.9
48,Female,Medium,High,Medium,80,20.8,Oily,83.6,36.8
35,Female,Medium,Low,High,61.6,15.5,Combination,73,34.2
20,Female,Medium,Low,Low,57.3,14.3,Combination,100,15
41,Female,Medium,Medium,Medium,56.7,17.8,Normal,100,29.9
36,Male,High,Medium,Low,50.3,19.1,Normal,100,16
32,Female,Medium,Medium,Medium,72.3,18.9,Oily,100,20.7
29,Female,High,Medium,Low,47.9,16.4,Normal,100,15
28,Female,Medium,High,Medium,44.6,27,Oily,100,18.3
51,Female,Medium,High,Low,40.4,23.7,Oily,100,31
58,Male,Low,High,Medium,80,25.2,Oily,50.3,62.1
27,Female,Low,Low,High,30.5,10.9,Dry,46.6,32.6
19,Male,Low,Low,High,45.9,25.9,Dry,48.7,23.4
19,Female,Low,Low,High,28.6,10.6,Dry,35,29
39,Female,Medium,Medium,Medium,32.6,18.1,Normal,100,32.2
24,Male,Low,Low,High,22.5,13.8,Dry,25.3,34
34,Male,Medium,High,Medium,80,25.2,Oily,95.8,15.8
39,Female,Low,Low,High,35.4,14,Dry,43.7,55.1
54,Male,High,Medium,Medium,56.2,20.9,Normal,100,34
31,Male,Low,High,Low,76.9,23.2,Oily,76.5,21.4
43,Male,Medium,Medium,Low,59.4,27,Combination,100,26
55,Female,Medium,Medium,Medium,29,16.3,Normal,90,38.2
25,Female,Low,High,Medium,73.4,23.5,Oily,76.9,24.3
35,Male,Low,Low,High,27.7,14.3,Dry,40.6,55
53,Female,High,Medium,Medium,41.2,17.4,Normal,100,33
58,Male,Medium,High,Low,49.8,32.9,Oily,93.2,38
18,Female,Low,Low,High,28.3,17.2,Dry,33.5,28
24,Female,Low,Low,High,27.4,17.3,Combination,54.4,34
39,Female,Low,High,Medium,47.6,26.6,Oily,69.7,35.1
29,Female,Low,Low,High,23.2,13.2,Dry,41.1,45.5
41,Male,Medium,High,Medium,73.4,17.4,Oily,77.9,28.7
43,Male,Low,High,Medium,53.8,22.2,Oily,73.4,44.9
58,Male,Low,Low,High,38.5,15.5,Dry,37.4,78
36,Female,High,Medium,Medium,59.8,20.7,Normal,100,17.3
55,Male,Low,Low,High,28.6,10.9,Dry,24.7,75
51,Male,Medium,High,Medium,63,25.6,Oily,89.3,33.4
56,Female,High,Medium,Medium,56.5,14.8,Normal,100,36
29,Female,High,Medium,Medium,56.4,14.2,Normal,100,15
53,Female,Medium,High,Medium,40.3,31.5,Oily,89.5,36
29,Male,Medium,Medium,Low,65.9,15.6,Normal,100,15.3
23,Male,Medium,Medium,Medium,42.6,15.4,Combination,100,15
33,Male,Low,Low,High,25.8,10.6,Dry,38.2,44.3
55,Male,Medium,Low,Low,27.9,19.3,Dry,91.1,40.2
52,Female,Low,Low,High,33.4,14,Dry,36.6,72
32,Female,Medium,High,Medium,41.8,20.4,Oily,100,17.7
27,Male,Medium,Medium,Medium,60.9,25,Normal,100,15
28,Male,High,Low,Medium,37.2,16.6,Combination,95.3,15
49,Male,Low,High,Medium,78.9,26.5,Oily,58.4,48.7
44,Female,Medium,High,Medium,75.8,23.6,Oily,95.2,33.5
41,Female,Low,High,Medium,63.9,26.8,Oily,70.5,40.3
54,Female,Medium,Low,Medium,80,17.4,Oily,81.3,40.1
50,Female,Low,High,Medium,28.8,23,Combination,54.1,51.7
19,Male,Low,High,Medium,71.5,23,Oily,76.3,16.1
45,Male,High,Medium,Low,42.5,16.1,Normal,100,25.4
35,Male,Medium,Medium,Low,58.9,26.5,Normal,100,17.3
31,Male,Medium,Medium,Medium,48.5,15.2,Normal,100,18.4
23,Male,Low,Low,High,33.3,10,Dry,51.2,28.9
31,Female,Low,Low,High,30.2,16.7,Dry,40.1,46
38,Female,Low,Low,High,32.5,15.8,Dry,47.9,52.4
49,Male,Medium,High,Low,42.5,16.5,Combination,94.7,31.7
49,Male,Medium,High,Medium,31.9,24.3,Oily,93.5,33.5
53,Female,High,Medium,Low,30.6,14.1,Normal,100,33
36,Male,High,Low,Medium,45.4,16.9,Normal,100,22.9
36,Male,Medium,Low,Low,41.9,15.2,Normal,99.2,24.4
56,Male,Low,Low,High,29.3,25.9,Dry,26.4,76
34,Male,High,Medium,Low,61.3,16.6,Normal,100,17.4
28,Male,Low,Low,High,22.1,15.9,Dry,37,46.4
35,Male,Medium,Low,Medium,70.2,32,Combination,77.3,30
22,Male,Low,High,Medium,78.6,23.8,Oily,68.5,22.2
42,Female,High,Medium,Medium,54.6,15.8,Normal,100,23.2
49,Male,Low,Low,High,31,16.2,Dry,33.7,69
23,Male,Medium,Medium,Medium,36.4,25.9,Normal,100,15
58,Male,Low,High,Medium,74.7,25.5,Oily,61.7,63.6
34,Male,Low,Low,High,24.1,18,Dry,45.9,54
54,Male,Low,High,Medium,58.8,26.9,Normal,62.4,51.6
32,Female,Medium,High,Medium,26.4,10.1,Oily,88.2,15
49,Male,Medium,Medium,Low,42.8,13.8,Normal,100,30.9
46,Female,High,High,Medium,34.8,25.5,Oily,91.4,30.6
19,Male,Low,High,Medium,69.3,26.1,Oily,71.7,20.9
38,Female,Low,Low,High,32.1,24.4,Dry,39.2,54.7
51,Female,High,Medium,Medium,45.5,22.5,Normal,100,31
33,Male,Medium,High,Medium,64.2,16.2,Oily,93,17.8
33,Female,High,Medium,Low,60,16.6,Normal,100,16.6
